MM/DD/YYYY hh:mm:ss.SSS,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
02/28/2025 09:59:12.360,22.77,65.96,1.16.3,Free_feed,16,4.18,NaN,0,LeftWithPellet,Left,2,0,2,0,NaN,NaN,1.05
02/28/2025 09:59:40.921,22.76,66.00,1.16.3,Free_feed,16,4.19,1,0,Pellet,Left,2,0,3,0,Timed_out,4238,NaN
02/28/2025 09:59:47.237,22.77,65.99,1.16.3,Free_feed,16,4.20,NaN,0,PelletInWell,Left,2,0,3,0,NaN,NaN,NaN
02/28/2025 09:59:58.385,22.76,66.00,1.16.3,Free_feed,16,4.19,1,0,Pellet,Left,2,0,4,0,11.15,18,NaN
02/28/2025 10:00:04.743,22.77,66.02,1.16.3,Free_feed,16,4.19,NaN,0,PelletInWell,Left,2,0,4,0,NaN,NaN,NaN
02/28/2025 10:00:08.654,22.77,66.00,1.16.3,Free_feed,16,4.18,1,0,Pellet,Left,2,0,5,0,3.81,10,NaN
02/28/2025 10:00:14.969,22.76,65.97,1.16.3,Free_feed,16,4.19,NaN,0,PelletInWell,Left,2,0,5,0,NaN,NaN,NaN
02/28/2025 10:43:29.481,22.80,65.66,1.16.3,Free_feed,16,4.19,1,0,Pellet,Left,2,0,6,0,Timed_out,2601,NaN
02/28/2025 10:43:37.999,22.83,65.59,1.16.3,Free_feed,16,4.19,NaN,0,PelletInWell,Left,2,0,6,0,NaN,NaN,NaN
02/28/2025 10:43:39.172,22.80,65.57,1.16.3,Free_feed,16,4.18,2,0,Pellet,Left,2,0,7,0,1.14,10,NaN
02/28/2025 10:43:45.490,22.83,65.58,1.16.3,Free_feed,16,4.19,NaN,0,PelletInWell,Left,2,0,7,0,NaN,NaN,NaN
02/28/2025 10:43:57.107,22.83,65.58,1.16.3,Free_feed,16,4.19,1,0,Pellet,Left,2,0,8,0,11.21,17,NaN
02/28/2025 10:44:03.492,22.85,65.55,1.16.3,Free_feed,16,4.19,NaN,0,PelletInWell,Left,2,0,8,0,NaN,NaN,NaN
