MM/DD/YYYY hh:mm:ss.SSS,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
03/01/2025 10:27:29.817,23.55,62.23,1.16.3,Free_feed,15,3.71,2,0,Pellet,Left,0,0,6,0,Timed_out,-6151,NaN
03/01/2025 10:27:36.134,23.57,62.19,1.16.3,Free_feed,15,3.72,NaN,0,PelletInWell,Left,0,0,6,0,NaN,NaN,NaN
03/01/2025 10:34:08.400,23.85,61.70,1.16.3,Free_feed,15,3.72,1,0,Pellet,Left,0,0,7,0,Timed_out,398,NaN
03/01/2025 10:34:14.218,23.85,61.69,1.16.3,Free_feed,15,3.72,NaN,0,PelletInWell,Left,0,0,7,0,NaN,NaN,NaN
03/01/2025 10:41:03.045,23.92,61.62,1.16.3,Free_feed,15,3.73,NaN,0,RightWithPellet,Left,0,1,7,0,NaN,NaN,0.16
03/01/2025 10:46:21.304,23.77,61.84,1.16.3,Free_feed,15,3.73,1,0,Pellet,Left,0,1,8,0,Timed_out,733,NaN
03/01/2025 10:46:27.648,23.80,61.82,1.16.3,Free_feed,15,3.73,NaN,0,PelletInWell,Left,0,1,8,0,NaN,NaN,NaN
03/01/2025 10:48:57.220,23.81,61.58,1.16.3,Free_feed,15,3.73,1,0,Pellet,Left,0,1,9,0,Timed_out,156,NaN
03/01/2025 10:49:03.555,23.83,61.56,1.16.3,Free_feed,15,3.73,NaN,0,PelletInWell,Left,0,1,9,0,NaN,NaN,NaN
03/01/2025 11:45:34.219,23.59,61.38,1.16.3,Free_feed,15,3.76,NaN,0,LeftWithPellet,Left,1,1,9,0,NaN,NaN,0.83
03/01/2025 11:45:37.126,23.60,61.38,1.16.3,Free_feed,15,3.76,1,0,Pellet,Left,1,1,10,0,Timed_out,3400,NaN
