MM/DD/YYYY hh:mm:ss.SSS,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
03/02/2025 11:02:09.942,22.90,68.13,1.16.3,Free_feed,6,4.17,1,0,Pellet,Left,53,65,215,0,Timed_out,5725,NaN
03/02/2025 11:02:20.682,22.90,68.11,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,53,65,215,0,NaN,NaN,NaN
03/02/2025 11:02:21.588,22.90,68.12,1.16.3,Free_feed,6,4.16,3,0,Pellet,Left,53,65,216,0,0.76,11,NaN
03/02/2025 11:02:32.111,22.90,68.31,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,53,65,216,0,NaN,NaN,NaN
03/02/2025 11:02:32.814,22.92,68.34,1.16.3,Free_feed,6,4.16,3,0,Pellet,Left,53,65,217,0,0.62,11,NaN
03/02/2025 11:02:41.637,22.89,68.36,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,53,65,217,0,NaN,NaN,NaN
03/02/2025 11:02:52.965,22.91,68.35,1.16.3,Free_feed,6,4.17,3,0,Pellet,Left,53,65,218,0,11.24,21,NaN
03/02/2025 11:02:59.686,22.90,68.36,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,53,65,218,0,NaN,NaN,NaN
03/02/2025 11:05:51.814,22.87,68.34,1.16.3,Free_feed,6,4.17,NaN,0,LeftWithPellet,Left,54,65,218,0,NaN,NaN,0.18
03/02/2025 11:07:15.140,22.83,68.15,1.16.3,Free_feed,6,4.17,NaN,0,RightWithPellet,Left,54,66,218,0,NaN,NaN,0.57
03/02/2025 11:26:08.235,22.64,68.18,1.16.3,Free_feed,6,4.17,2,0,Pellet,Left,54,66,219,0,Timed_out,1395,NaN
03/02/2025 11:26:14.952,22.62,68.12,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,66,219,0,NaN,NaN,NaN
03/02/2025 11:26:18.460,22.63,68.13,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,66,220,0,3.50,10,NaN
03/02/2025 11:26:24.975,22.64,68.15,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,66,220,0,NaN,NaN,NaN
03/02/2025 11:26:29.152,22.63,68.17,1.16.3,Free_feed,6,4.17,2,0,Pellet,Left,54,66,221,0,4.18,11,NaN
03/02/2025 11:26:35.667,22.63,68.31,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,66,221,0,NaN,NaN,NaN
03/02/2025 11:26:41.632,22.64,68.11,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,222,0,5.96,12,NaN
03/02/2025 11:26:47.956,22.62,68.15,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,222,0,NaN,NaN,NaN
03/02/2025 11:26:56.074,22.63,68.18,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,223,0,7.96,15,NaN
03/02/2025 11:27:02.385,22.64,68.18,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,223,0,NaN,NaN,NaN
03/02/2025 11:27:07.096,22.64,68.15,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,224,0,4.66,11,NaN
03/02/2025 11:27:15.624,22.62,68.15,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,224,0,NaN,NaN,NaN
03/02/2025 11:27:19.533,22.63,68.09,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,66,225,0,3.91,12,NaN
03/02/2025 11:27:27.927,22.62,68.17,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,225,0,NaN,NaN,NaN
03/02/2025 11:27:35.247,22.61,68.18,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,66,226,0,7.20,16,NaN
03/02/2025 11:27:41.591,22.62,68.17,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,66,226,0,NaN,NaN,NaN
03/02/2025 11:27:46.319,22.61,68.10,1.16.3,Free_feed,6,4.17,1,0,Pellet,Left,54,66,227,0,4.66,11,NaN
03/02/2025 11:27:56.841,22.61,68.13,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,227,0,NaN,NaN,NaN
03/02/2025 11:27:58.747,22.61,68.08,1.16.3,Free_feed,6,4.17,3,0,Pellet,Left,54,66,228,0,1.85,13,NaN
03/02/2025 11:28:07.135,22.61,68.25,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,228,0,NaN,NaN,NaN
03/02/2025 11:50:09.097,22.53,68.25,1.16.3,Free_feed,6,4.17,2,0,Pellet,Left,54,66,229,0,Timed_out,1330,NaN
03/02/2025 11:50:15.418,22.51,68.29,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,229,0,NaN,NaN,NaN
03/02/2025 11:50:22.340,22.54,68.26,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,230,0,6.85,13,NaN
03/02/2025 11:50:28.741,22.54,68.18,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,66,230,0,NaN,NaN,NaN
03/02/2025 11:50:35.116,22.52,68.26,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,231,0,6.30,13,NaN
03/02/2025 11:50:43.639,22.53,68.22,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,231,0,NaN,NaN,NaN
03/02/2025 11:50:46.947,22.53,68.28,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,66,232,0,3.29,12,NaN
03/02/2025 11:50:53.468,22.52,68.26,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,232,0,NaN,NaN,NaN
03/02/2025 11:50:59.587,22.53,68.34,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,66,233,0,6.04,12,NaN
03/02/2025 11:51:05.759,22.50,68.31,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,66,233,0,NaN,NaN,NaN
03/02/2025 12:06:04.966,22.51,68.61,1.16.3,Free_feed,6,4.16,NaN,0,RightWithPellet,Left,54,67,233,0,NaN,NaN,0.33
03/02/2025 12:19:42.220,22.45,69.17,1.16.3,Free_feed,6,4.17,1,0,Pellet,Left,54,67,234,0,Timed_out,1723,NaN
03/02/2025 12:19:48.585,22.49,69.20,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,234,0,NaN,NaN,NaN
03/02/2025 12:19:52.499,22.47,69.19,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,67,235,0,3.77,11,NaN
03/02/2025 12:20:03.238,22.45,69.13,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,235,0,NaN,NaN,NaN
03/02/2025 12:20:03.541,22.49,69.13,1.16.3,Free_feed,6,4.16,4,0,Pellet,Left,54,67,236,0,0.28,11,NaN
03/02/2025 12:20:09.315,22.46,69.13,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,236,0,NaN,NaN,NaN
03/02/2025 12:20:11.713,22.47,69.10,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,67,237,0,2.33,8,NaN
03/02/2025 12:20:18.431,22.48,69.12,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,67,237,0,NaN,NaN,NaN
03/02/2025 12:20:24.148,22.47,69.08,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,67,238,0,5.55,12,NaN
03/02/2025 12:20:30.665,22.46,69.05,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,67,238,0,NaN,NaN,NaN
03/02/2025 12:20:34.373,22.47,69.09,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,67,239,0,3.63,10,NaN
03/02/2025 12:20:40.890,22.47,69.04,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,239,0,NaN,NaN,NaN
03/02/2025 12:20:46.834,22.50,69.06,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,67,240,0,5.96,13,NaN
03/02/2025 12:20:53.347,22.46,69.00,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,240,0,NaN,NaN,NaN
03/02/2025 12:20:57.260,22.46,68.96,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,67,241,0,3.84,10,NaN
03/02/2025 12:21:05.585,22.49,69.07,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,241,0,NaN,NaN,NaN
03/02/2025 12:21:10.098,22.45,69.15,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,67,242,0,4.45,13,NaN
03/02/2025 12:21:18.624,22.47,69.06,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,242,0,NaN,NaN,NaN
03/02/2025 12:21:20.825,22.47,69.05,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,67,243,0,2.19,11,NaN
03/02/2025 12:21:27.346,22.48,68.95,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,67,243,0,NaN,NaN,NaN
03/02/2025 12:53:42.672,22.68,70.32,1.16.3,Free_feed,6,4.17,NaN,0,RightWithPellet,Left,54,68,243,0,NaN,NaN,0.58
03/02/2025 13:11:21.368,22.85,69.88,1.16.3,Free_feed,6,4.16,NaN,0,RightWithPellet,Left,54,69,243,0,NaN,NaN,0.57
03/02/2025 13:11:32.294,22.85,69.96,1.16.3,Free_feed,6,4.16,NaN,0,RightWithPellet,Left,54,70,243,0,NaN,NaN,0.19
03/02/2025 13:11:35.002,22.86,69.88,1.16.3,Free_feed,6,4.16,NaN,0,RightWithPellet,Left,54,71,243,0,NaN,NaN,0.26
03/02/2025 13:15:13.288,22.87,69.75,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,244,0,Timed_out,3233,NaN
03/02/2025 13:15:21.612,22.84,69.74,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,244,0,NaN,NaN,NaN
03/02/2025 13:15:22.608,22.86,69.70,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,71,245,0,0.96,9,NaN
03/02/2025 13:15:28.936,22.86,69.68,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,245,0,NaN,NaN,NaN
03/02/2025 13:15:32.299,22.86,69.66,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,246,0,3.29,10,NaN
03/02/2025 13:15:40.827,22.88,69.64,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,246,0,NaN,NaN,NaN
03/02/2025 13:15:42.202,22.85,69.58,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,71,247,0,1.30,10,NaN
03/02/2025 13:15:48.518,22.86,69.69,1.16.3,Free_feed,6,4.17,NaN,0,PelletInWell,Left,54,71,247,0,NaN,NaN,NaN
03/02/2025 13:15:53.631,22.87,69.71,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,248,0,5.00,11,NaN
03/02/2025 13:16:02.153,22.86,69.72,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,248,0,NaN,NaN,NaN
03/02/2025 13:16:02.487,22.88,69.70,1.16.3,Free_feed,6,4.16,2,0,Pellet,Left,54,71,249,0,0.35,9,NaN
03/02/2025 13:16:09.006,22.88,69.80,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,249,0,NaN,NaN,NaN
03/02/2025 13:16:12.746,22.84,69.72,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,250,0,3.77,10,NaN
03/02/2025 13:16:19.258,22.86,69.66,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,250,0,NaN,NaN,NaN
03/02/2025 13:16:24.992,22.86,69.64,1.16.3,Free_feed,6,4.17,1,0,Pellet,Left,54,71,251,0,5.76,12,NaN
03/02/2025 13:16:31.308,22.88,69.60,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,251,0,NaN,NaN,NaN
03/02/2025 13:16:37.026,22.89,69.69,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,252,0,5.62,12,NaN
03/02/2025 13:16:43.343,22.87,69.75,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,252,0,NaN,NaN,NaN
03/02/2025 13:16:48.257,22.88,69.70,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,253,0,4.80,12,NaN
03/02/2025 13:16:54.573,22.87,69.65,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,253,0,NaN,NaN,NaN
03/02/2025 13:16:58.086,22.89,69.72,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,254,0,3.43,10,NaN
03/02/2025 13:17:04.463,22.88,69.68,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,254,0,NaN,NaN,NaN
03/02/2025 13:17:11.656,22.89,69.62,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,255,0,7.13,13,NaN
03/02/2025 13:17:17.979,22.90,69.68,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,255,0,NaN,NaN,NaN
03/02/2025 13:33:55.934,22.93,69.91,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,256,0,Timed_out,1005,NaN
03/02/2025 13:34:02.453,22.95,69.90,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,256,0,NaN,NaN,NaN
03/02/2025 13:34:07.368,22.96,69.83,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,257,0,4.87,11,NaN
03/02/2025 13:34:13.685,22.95,69.92,1.16.3,Free_feed,6,4.16,NaN,0,PelletInWell,Left,54,71,257,0,NaN,NaN,NaN
03/02/2025 13:34:19.268,22.96,69.91,1.16.3,Free_feed,6,4.16,1,0,Pellet,Left,54,71,258,0,5.55,12,NaN
